,FECHA,DESDE,HASTA,LINEA,MOLINETE,ESTACION,pax_pagos,pax_pases_pagos,pax_franq,pax_TOTAL
149170,8/8/2022,16:30:00,16:45:00,LineaB,LineaB_Lacroze_O_Turn09,Federico Lacroze,26,0,2,28
416199,22/8/2022,20:00:00,20:15:00,LineaB,LineaB_JMRosas_Oeste_Turn02,Rosas,7,0,0,7
405406,22/8/2022,10:45:00,11:00:00,LineaC,LineaC_SanJuan_Turn02,San Juan,16,0,2,18
250220,13/8/2022,16:30:00,16:45:00,LineaB,LineaB_Tronador_Turn01,Tronador,23,0,0,23
349185,19/8/2022,08:30:00,08:45:00,LineaC,LineaC_AVMayo_S_Turn02,Avenida de Mayo,5,0,0,5
189931,10/8/2022,16:00:00,16:15:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,18,0,0,18
367120,20/8/2022,06:15:00,06:30:00,LineaA,LineaA_SanPedrito_Oeste_Turn02,San Pedrito,4,0,0,4
96483,5/8/2022,17:15:00,17:30:00,LineaC,LineaC_Indepen_Turn01,Independencia,23,0,1,24
103071,5/8/2022,23:15:00,23:30:00,LineaB,LineaB_Uruguay_S_Turn02,Uruguay,11,0,0,11
107876,6/8/2022,10:30:00,10:45:00,LineaC,LineaC_Lavalle_S_Turn03,Lavalle,10,0,0,10
96811,5/8/2022,17:30:00,17:45:00,LineaA,LineaA_RJaneiro_N_Turn01,Rio de Janeiro,54,0,2,56
542747,29/8/2022,12:30:00,12:45:00,LineaA,LineaA_Alberti_Turn01,Alberti,11,1,1,13
119149,6/8/2022,21:00:00,21:15:00,LineaB,LineaB_Alem_N_Turn01,Leandro N. Alem,1,0,0,1
193786,10/8/2022,19:15:00,19:30:00,LineaB,LineaB_Pueyr_N_Turn03,Pueyrredon,10,0,1,11
388851,21/8/2022,11:45:00,12:00:00,LineaB,LineaB_Pueyr_S_Turn01,Pueyrredon,2,0,0,2
403536,22/8/2022,09:15:00,09:30:00,LineaC,LineaC_AVMayo_S_Turn02,Avenida de Mayo,8,0,0,8
527854,28/8/2022,15:45:00,16:00:00,LineaB,LineaB_Alem_S_Turn04,Leandro N. Alem,19,0,1,20
460247,24/8/2022,22:45:00,23:00:00,LineaA,LineaA_CBarros_N_Turn02,Castro Barros,2,0,0,2
430806,23/8/2022,15:00:00,15:15:00,LineaB,LineaB_Pellegrini_E_Turn02,Carlos Pellegrini,0,0,2,2
76686,4/8/2022,18:00:00,18:15:00,LineaB,LineaB_Dorrego_S_Turn01,Dorrego,35,0,1,36
312644,17/8/2022,10:15:00,10:30:00,LineaB,LineaB_Medrano_N_Turn01,Medrano,51,0,4,55
42799,3/8/2022,07:00:00,07:15:00,LineaB,LineaB_Gardel_S_Turn03,Carlos Gardel,12,0,1,13
443814,24/8/2022,08:45:00,09:00:00,LineaC,LineaC_Retiro_Turn07,Retiro,41,0,0,41
310296,17/8/2022,08:15:00,08:30:00,LineaB,LineaB_Pellegrini_E_Turn05,Carlos Pellegrini,18,0,3,21
549574,29/8/2022,18:00:00,18:15:00,LineaA,LineaA_PJunta_N_Turn03,Primera Junta,13,0,1,14
384318,20/8/2022,22:45:00,23:00:00,LineaB,LineaB_JMRosas_Oeste_Turn04,Rosas,5,0,0,5
250543,13/8/2022,16:45:00,17:00:00,LineaB,LineaB_Lacroze_O_Turn04,Federico Lacroze,33,0,1,34
138943,8/8/2022,07:45:00,08:00:00,LineaC,LineaC_Lavalle_N_Turn03,Lavalle,3,0,1,4
369406,20/8/2022,08:45:00,09:00:00,LineaB,LineaB_Pellegrini_E_Turn04,Carlos Pellegrini,10,0,0,10
498940,26/8/2022,20:45:00,21:00:00,LineaB,LineaB_Malabia_N_Turn03,Malabia,16,0,0,16
205486,11/8/2022,12:00:00,12:15:00,LineaB,LineaB_Lacroze_E_Turn08,Federico Lacroze,0,0,1,1
30395,2/8/2022,14:00:00,14:15:00,LineaA,LineaA_Flores_Este_Turn02,Flores,19,0,0,19
516473,27/8/2022,20:00:00,20:15:00,LineaA,LineaA_SanPedrito_Este_Turn01,San Pedrito,11,0,1,12
421458,23/8/2022,07:15:00,07:30:00,LineaA,LineaA_Acoyte_N_Turn05,Acoyte,50,0,0,50
87358,5/8/2022,09:45:00,10:00:00,LineaC,LineaC_AVMayo_S_Turn02,Avenida de Mayo,11,0,0,11
595588,31/8/2022,23:00:00,23:15:00,LineaA,LineaA_Peru_S_Turn03,Peru,1,0,0,1
241247,13/8/2022,08:15:00,08:30:00,LineaA,LineaA_SanPedrito_Este_Turn05,San Pedrito,27,0,0,27
531505,28/8/2022,19:15:00,19:30:00,LineaA,LineaA_Congreso_S_Turn03,Congreso,26,0,0,26
374464,20/8/2022,13:30:00,13:45:00,LineaA,LineaA_SanPedrito_Oeste_Turn06,San Pedrito,73,0,0,73
445802,24/8/2022,10:30:00,10:45:00,LineaB,LineaB_Lacroze_O_Turn08,Federico Lacroze,48,0,1,49
8445,1/8/2022,12:45:00,13:00:00,LineaB,LineaB_CallaoB_S_Turn02,Callao.B,69,0,7,76
136645,8/8/2022,05:45:00,06:00:00,LineaC,LineaC_Constitucion_Turn10,Constitucion,7,0,2,9
10881,1/8/2022,14:45:00,15:00:00,LineaA,LineaA_Loria_S_Turn02,Loria,26,0,1,27
225180,12/8/2022,11:30:00,11:45:00,LineaA,LineaA_Loria_S_Turn02,Loria,18,0,0,18
172894,9/8/2022,19:00:00,19:15:00,LineaC,LineaC_Retiro_Turn03,Retiro,8,0,0,8
174601,9/8/2022,20:30:00,20:45:00,LineaC,LineaC_Lavalle_S_Turn01,Lavalle,15,0,0,15
552252,29/8/2022,20:15:00,20:30:00,LineaA,LineaA_PMayo_E_Turn02,Plaza de Mayo,31,0,0,31
356499,19/8/2022,14:30:00,14:45:00,LineaB,LineaB_Malabia_N_Turn04,Malabia,85,0,0,85
400481,22/8/2022,06:30:00,06:45:00,LineaC,LineaC_Constitucion_Turn10,Constitucion,26,0,0,26
94218,5/8/2022,15:30:00,15:45:00,LineaB,LineaB_Pueyr_N_Turn01,Pueyrredon,35,0,1,36
591967,31/8/2022,19:30:00,19:45:00,LineaB,LineaB_Pasteur_N_Turn02,Pasteur,7,0,0,7
83003,5/8/2022,06:00:00,06:15:00,LineaA,LineaA_SanPedrito_Oeste_Turn01,San Pedrito,12,0,0,12
17345,1/8/2022,20:00:00,20:15:00,LineaA,LineaA_CBarros_N_Turn03,Castro Barros,17,0,0,17
406543,22/8/2022,11:45:00,12:00:00,LineaB,LineaB_Echeverria_Oeste_Turn02,Echeverria,19,0,2,21
186831,10/8/2022,13:30:00,13:45:00,LineaA,LineaA_Flores_Oeste_Turn01,Flores,16,0,0,16
55719,3/8/2022,17:45:00,18:00:00,LineaB,LineaB_CallaoB_N_Turn01,Callao.B,29,0,1,30
16956,1/8/2022,19:45:00,20:00:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,16,0,0,16
515039,27/8/2022,18:45:00,19:00:00,LineaC,LineaC_Constitucion_Turn25,Constitucion,72,0,1,73
201194,11/8/2022,08:15:00,08:30:00,LineaA,LineaA_Miserere_S_Turn03,Plaza Miserere,24,0,2,26
77233,4/8/2022,18:30:00,18:45:00,LineaB,LineaB_CallaoB_S_Turn02,Callao.B,120,0,4,124
515018,27/8/2022,18:45:00,19:00:00,LineaA,LineaA_SanPedrito_Este_Turn04,San Pedrito,15,0,1,16
494041,26/8/2022,16:45:00,17:00:00,LineaB,LineaB_Dorrego_N_Turn02,Dorrego,36,0,2,38
567109,30/8/2022,15:45:00,16:00:00,LineaA,LineaA_Congreso_S_Turn02,Congreso,48,0,4,52
313610,17/8/2022,11:00:00,11:15:00,LineaA,LineaA_SnzPena_S_Turn01,Saenz Peña ,14,0,1,15
542505,29/8/2022,12:15:00,12:30:00,LineaB,LineaB_Florida_E_Turn02,Florida,14,0,1,15
425958,23/8/2022,11:00:00,11:15:00,LineaB,LineaB_Dorrego_N_Turn01,Dorrego,17,0,1,18
309537,17/8/2022,07:30:00,07:45:00,LineaC,LineaC_Moreno_N_Turn02,Mariano Moreno,4,0,0,4
500327,26/8/2022,22:00:00,22:15:00,LineaB,LineaB_LosIncas_Turn04,Los Incas,5,0,0,5
70879,4/8/2022,13:15:00,13:30:00,LineaA,LineaA_CBarros_S_Turn02,Castro Barros,35,3,7,45
480664,26/8/2022,05:15:00,05:30:00,LineaB,LineaB_LosIncas_Turn03,Los Incas,1,0,0,1
167231,9/8/2022,14:30:00,14:45:00,LineaA,LineaA_Loria_S_Turn02,Loria,28,0,5,33
400484,22/8/2022,06:30:00,06:45:00,LineaC,LineaC_Indepen_Turn04,Independencia,6,0,0,6
148534,8/8/2022,16:00:00,16:15:00,LineaC,LineaC_Constitucion_Turn13,Constitucion,9,0,0,9
241584,13/8/2022,08:30:00,08:45:00,LineaB,LineaB_LosIncas_Turn01,Los Incas,6,0,0,6
495351,26/8/2022,17:45:00,18:00:00,LineaC,LineaC_SanJuan_Turn03,San Juan,11,0,0,11
177869,10/8/2022,06:00:00,06:15:00,LineaC,LineaC_Constitucion_Turn12,Constitucion,9,0,0,9
395109,21/8/2022,18:00:00,18:15:00,LineaB,LineaB_Gardel_S_Turn03,Carlos Gardel,26,0,0,26
347262,19/8/2022,06:45:00,07:00:00,LineaA,LineaA_PJunta_N_Turn01,Primera Junta,4,0,2,6
128317,7/8/2022,14:45:00,15:00:00,LineaA,LineaA_Loria_N_Turn02,Loria,5,0,0,5
187146,10/8/2022,13:45:00,14:00:00,LineaA,LineaA_Miserere_Q_HALL_Turn02,Plaza Miserere,47,0,0,47
391426,21/8/2022,14:15:00,14:30:00,LineaB,LineaB_CallaoB_S_Turn01,Callao.B,28,0,0,28
239926,13/8/2022,06:45:00,07:00:00,LineaB,LineaB_Lacroze_E_Turn04,Federico Lacroze,6,0,0,6
422225,23/8/2022,07:45:00,08:00:00,LineaA,LineaA_Flores_Este_Turn03,Flores,69,0,7,76
513636,27/8/2022,17:30:00,17:45:00,LineaB,LineaB_Echeverria_Oeste_Turn03,Echeverria,12,0,0,12
462431,25/8/2022,07:00:00,07:15:00,LineaA,LineaA_Acoyte_N_Turn06,Acoyte,57,0,1,58
550484,29/8/2022,18:45:00,19:00:00,LineaB,LineaB_CallaoB_N_Turn02,Callao.B,11,1,1,13
29802,2/8/2022,13:30:00,13:45:00,LineaB,LineaB_Florida_O_Turn01,Florida,27,0,2,29
496027,26/8/2022,18:15:00,18:30:00,LineaB,LineaB_Pueyr_S_Turn01,Pueyrredon,26,0,1,27
5952,1/8/2022,10:30:00,10:45:00,LineaB,LineaB_Lacroze_S_Turn04,Federico Lacroze,0,0,1,1
322371,17/8/2022,20:15:00,20:30:00,LineaB,LineaB_CallaoB_N_Turn01,Callao.B,5,0,1,6
262554,14/8/2022,12:45:00,13:00:00,LineaB,LineaB_Lacroze_E_Turn01,Federico Lacroze,7,0,0,7
446665,24/8/2022,11:15:00,11:30:00,LineaA,LineaA_Congreso_N_Turn02,Congreso,8,0,0,8
429680,23/8/2022,14:00:00,14:15:00,LineaB,LineaB_Pueyr_S_Turn04,Pueyrredon,0,0,9,9
550669,29/8/2022,19:00:00,19:15:00,LineaB,LineaB_Gardel_N_Turn02,Carlos Gardel,38,0,4,42
545967,29/8/2022,15:00:00,15:15:00,LineaB,LineaB_CallaoB_S_Turn02,Callao.B,86,0,0,86
566523,30/8/2022,15:15:00,15:30:00,LineaA,LineaA_Piedras_N_Turn02,Piedras,2,0,1,3
111727,6/8/2022,14:00:00,14:15:00,LineaB,LineaB_Uruguay_S_Turn03,Uruguay,18,0,0,18
30130,2/8/2022,13:45:00,14:00:00,LineaA,LineaA_Congreso_S_Turn01,Congreso,11,0,0,11
296107,16/8/2022,13:30:00,13:45:00,LineaA,LineaA_RJaneiro_S_Turn02,Rio de Janeiro,18,1,3,22
258051,14/8/2022,08:15:00,08:30:00,LineaC,LineaC_Constitucion_Turn23,Constitucion,20,0,1,21
4850,1/8/2022,09:45:00,10:00:00,LineaC,LineaC_Retiro_Turn05,Retiro,16,0,0,16
30441,2/8/2022,14:00:00,14:15:00,LineaA,LineaA_Miserere_Q_HALL_Turn03,Plaza Miserere,33,0,0,33
147801,8/8/2022,15:15:00,15:30:00,LineaB,LineaB_Florida_O_Turn04,Florida,45,0,1,46
278841,15/8/2022,14:15:00,14:30:00,LineaC,LineaC_Constitucion_Turn24,Constitucion,0,0,1,1
223664,12/8/2022,10:00:00,10:15:00,LineaB,LineaB_Gallardo_S_Turn01,Angel Gallardo,12,0,0,12
206474,11/8/2022,12:45:00,13:00:00,LineaB,LineaB_Gardel_N_Turn02,Carlos Gardel,21,0,6,27
208698,11/8/2022,14:45:00,15:00:00,LineaA,LineaA_Flores_Este_Turn02,Flores,26,0,0,26
484283,26/8/2022,08:45:00,09:00:00,LineaB,LineaB_JMRosas_Este_Turn02,Rosas,70,0,0,70
62265,4/8/2022,06:00:00,06:15:00,LineaA,LineaA_Flores_Oeste_Turn01,Flores,4,0,0,4
307893,17/8/2022,06:00:00,06:15:00,LineaC,LineaC_SanJuan_Turn03,San Juan,1,0,0,1
121734,7/8/2022,07:45:00,08:00:00,LineaA,LineaA_PJunta_N_Turn02,Primera Junta,0,0,1,1
570248,30/8/2022,18:15:00,18:30:00,LineaB,LineaB_Pueyr_N_Turn02,Pueyrredon,30,0,0,30
411692,22/8/2022,16:15:00,16:30:00,LineaA,LineaA_Acoyte_N_Turn03,Acoyte,6,0,1,7
367101,20/8/2022,06:15:00,06:30:00,LineaB,LineaB_Malabia_N_Turn01,Malabia,3,0,1,4
75339,4/8/2022,17:00:00,17:15:00,LineaA,LineaA_Peru_S_Turn01,Peru,107,0,0,107
499094,26/8/2022,21:00:00,21:15:00,LineaA,LineaA_Carabobo_O_Turn03,Carabobo,7,0,1,8
216653,11/8/2022,21:30:00,21:45:00,LineaB,LineaB_Pellegrini_E_Turn06,Carlos Pellegrini,43,0,2,45
515748,27/8/2022,19:15:00,19:30:00,LineaB,LineaB_Alem_S_Turn05,Leandro N. Alem,2,0,0,2
348957,19/8/2022,08:15:00,08:30:00,LineaA,LineaA_Loria_S_Turn01,Loria,5,0,2,7
371093,20/8/2022,10:15:00,10:30:00,LineaB,LineaB_Dorrego_N_Turn01,Dorrego,12,0,0,12
142621,8/8/2022,11:00:00,11:15:00,LineaA,LineaA_Alberti_Turn03,Alberti,14,0,2,16
122801,7/8/2022,09:00:00,09:15:00,LineaA,LineaA_RJaneiro_N_Turn01,Rio de Janeiro,3,0,0,3
209319,11/8/2022,15:15:00,15:30:00,LineaC,LineaC_Constitucion_Turn14,Constitucion,28,0,1,29
433870,23/8/2022,17:30:00,17:45:00,LineaC,LineaC_Moreno_N_Turn01,Mariano Moreno,2,0,0,2
416951,22/8/2022,20:30:00,20:45:00,LineaB,LineaB_Pueyr_N_Turn01,Pueyrredon,6,0,0,6
497866,26/8/2022,20:00:00,20:15:00,LineaA,LineaA_PJunta_N_Turn03,Primera Junta,9,0,0,9
410511,22/8/2022,15:15:00,15:30:00,LineaA,LineaA_SanPedrito_Este_Turn03,San Pedrito,60,0,1,61
59927,3/8/2022,21:30:00,21:45:00,LineaB,LineaB_Echeverria_Este_Turn01,Echeverria,9,0,0,9
393416,21/8/2022,16:30:00,16:45:00,LineaC,LineaC_SanMartin_N_Turn01,General San Martin,10,0,0,10
184113,10/8/2022,11:15:00,11:30:00,LineaC,LineaC_Indepen_Turn01,Independencia,8,0,1,9
326758,18/8/2022,06:45:00,07:00:00,LineaA,LineaA_Loria_N_Turn01,Loria,16,0,2,18
441985,24/8/2022,07:15:00,07:30:00,LineaB,LineaB_Tronador_Turn01,Tronador,38,0,0,38
292661,16/8/2022,10:45:00,11:00:00,LineaA,LineaA_Miserere_Q_HALL_Turn04,Plaza Miserere,36,0,1,37
224105,12/8/2022,10:30:00,10:45:00,LineaB,LineaB_Echeverria_Oeste_Turn03,Echeverria,8,0,0,8
155838,8/8/2022,22:15:00,22:30:00,LineaB,LineaB_Pueyr_S_Turn03,Pueyrredon,10,0,1,11
418658,22/8/2022,22:15:00,22:30:00,LineaA,LineaA_Loria_S_Turn01,Loria,3,0,0,3
476442,25/8/2022,19:15:00,19:30:00,LineaB,LineaB_Dorrego_S_Turn02,Dorrego,5,0,1,6
84240,5/8/2022,07:15:00,07:30:00,LineaC,LineaC_Lavalle_S_Turn03,Lavalle,4,0,1,5
31660,2/8/2022,15:00:00,15:15:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,12,0,0,12
584410,31/8/2022,13:15:00,13:30:00,LineaB,LineaB_Medrano_S_Turn01,Medrano,54,0,2,56
356134,19/8/2022,14:15:00,14:30:00,LineaB,LineaB_Lacroze_O_Turn09,Federico Lacroze,11,0,0,11
55812,3/8/2022,17:45:00,18:00:00,LineaB,LineaB_Malabia_N_Turn02,Malabia,40,0,0,40
68344,4/8/2022,11:15:00,11:30:00,LineaB,LineaB_JMRosas_Este_Turn02,Rosas,31,0,2,33
277745,15/8/2022,13:15:00,13:30:00,LineaB,LineaB_Pellegrini_E_Turn06,Carlos Pellegrini,47,0,0,47
480450,25/8/2022,23:00:00,23:15:00,LineaC,LineaC_Indepen_Turn01,Independencia,1,0,0,1
542641,29/8/2022,12:15:00,12:30:00,LineaA,LineaA_Acoyte_S_Turn01,Acoyte,21,0,2,23
113173,6/8/2022,15:30:00,15:45:00,LineaA,LineaA_SnzPena_S_Turn03,Saenz Peña ,21,0,0,21
165617,9/8/2022,13:00:00,13:15:00,LineaA,LineaA_Congreso_S_Turn03,Congreso,114,0,5,119
239044,13/8/2022,05:45:00,06:00:00,LineaB,LineaB_Dorrego_N_Turn01,Dorrego,1,0,0,1
335811,18/8/2022,14:15:00,14:30:00,LineaC,LineaC_Constitucion_Plaza_Turn06,Constitucion,17,0,0,17
499637,26/8/2022,21:30:00,21:45:00,LineaB,LineaB_LosIncas_Turn05,Los Incas,5,0,0,5
340466,18/8/2022,18:15:00,18:30:00,LineaB,LineaB_JMRosas_Oeste_Turn04,Rosas,38,0,0,38
155459,8/8/2022,22:00:00,22:15:00,LineaA,LineaA_Pasco_Turn01,Pasco,2,0,0,2
32066,2/8/2022,15:15:00,15:30:00,LineaB,LineaB_Medrano_N_Turn03,Medrano,36,0,3,39
316796,17/8/2022,14:30:00,14:45:00,LineaB,LineaB_LosIncas_Turn05,Los Incas,24,0,1,25
429961,23/8/2022,14:15:00,14:30:00,LineaA,LineaA_Carabobo_E_Turn01,Carabobo,14,1,0,15
495496,26/8/2022,18:00:00,18:15:00,LineaC,LineaC_Constitucion_Turn15,Constitucion,31,0,0,31
203507,11/8/2022,10:15:00,10:30:00,LineaB,LineaB_Pasteur_N_Turn03,Pasteur,10,0,0,10
557686,30/8/2022,07:45:00,08:00:00,LineaB,LineaB_Uruguay_S_Turn03,Uruguay,11,0,2,13
435155,23/8/2022,18:30:00,18:45:00,LineaB,LineaB_CallaoB_S_Turn03,Callao.B,56,0,2,58
44257,3/8/2022,08:15:00,08:30:00,LineaC,LineaC_Lavalle_N_Turn02,Lavalle,8,0,0,8
491048,26/8/2022,14:15:00,14:30:00,LineaA,LineaA_Piedras_S_Turn01,Piedras,22,0,1,23
21629,2/8/2022,06:30:00,06:45:00,LineaB,LineaB_Lacroze_E_Turn03,Federico Lacroze,3,0,1,4
401700,22/8/2022,07:30:00,07:45:00,LineaB,LineaB_JMRosas_Oeste_Turn05,Rosas,1,1,0,2
330987,18/8/2022,10:15:00,10:30:00,LineaA,LineaA_Acoyte_S_Turn01,Acoyte,12,0,3,15
62244,4/8/2022,06:00:00,06:15:00,LineaB,LineaB_JMRosas_Este_Turn02,Rosas,10,0,0,10
235071,12/8/2022,19:30:00,19:45:00,LineaC,LineaC_Retiro_Turn10,Retiro,98,0,2,100
136379,8/8/2022,05:30:00,05:45:00,LineaA,LineaA_Flores_Oeste_Turn03,Flores,0,0,1,1
176013,9/8/2022,21:45:00,22:00:00,LineaC,LineaC_Constitucion_Turn17,Constitucion,8,0,1,9
481410,26/8/2022,06:00:00,06:15:00,LineaB,LineaB_Lacroze_E_Turn06,Federico Lacroze,3,0,0,3
153962,8/8/2022,20:30:00,20:45:00,LineaC,LineaC_Lavalle_S_Turn01,Lavalle,13,0,0,13
495304,26/8/2022,17:45:00,18:00:00,LineaB,LineaB_LosIncas_Turn01,Los Incas,19,0,0,19
146293,8/8/2022,14:00:00,14:15:00,LineaC,LineaC_Constitucion_Plaza_Turn05,Constitucion,4,0,0,4
524397,28/8/2022,12:15:00,12:30:00,LineaB,LineaB_Alem_S_Turn01,Leandro N. Alem,10,0,1,11
379126,20/8/2022,17:45:00,18:00:00,LineaB,LineaB_Tronador_Turn01,Tronador,17,0,0,17
485208,26/8/2022,09:30:00,09:45:00,LineaA,LineaA_SanPedrito_Oeste_Turn01,San Pedrito,67,0,5,72
588637,31/8/2022,16:45:00,17:00:00,LineaB,LineaB_Echeverria_Este_Turn01,Echeverria,8,0,0,8
397367,21/8/2022,20:15:00,20:30:00,LineaB,LineaB_Gallardo_S_Turn02,Angel Gallardo,11,0,0,11
273099,15/8/2022,08:15:00,08:30:00,LineaC,LineaC_AVMayo_S_Turn01,Avenida de Mayo,9,0,0,9
15174,1/8/2022,18:15:00,18:30:00,LineaC,LineaC_Constitucion_Plaza_Turn10,Constitucion,18,0,0,18
283508,15/8/2022,19:00:00,19:15:00,LineaA,LineaA_Peru_S_Turn03,Peru,7,0,0,7
478063,25/8/2022,20:45:00,21:00:00,LineaA,LineaA_PMayo_E_Turn02,Plaza de Mayo,31,0,1,32
260203,14/8/2022,10:30:00,10:45:00,LineaA,LineaA_Loria_N_Turn03,Loria,4,0,0,4
237059,12/8/2022,21:30:00,21:45:00,LineaA,LineaA_Loria_N_Turn03,Loria,12,0,0,12
308498,17/8/2022,06:30:00,06:45:00,LineaC,LineaC_Lavalle_S_Turn02,Lavalle,5,0,0,5
585893,31/8/2022,14:30:00,14:45:00,LineaC,LineaC_Constitucion_Plaza_Turn07,Constitucion,8,0,0,8
171768,9/8/2022,18:00:00,18:15:00,LineaC,LineaC_AVMayo_N_Turn01,Avenida de Mayo,38,0,0,38
284949,15/8/2022,20:30:00,20:45:00,LineaA,LineaA_Carabobo_E_Turn04,Carabobo,3,0,0,3
98490,5/8/2022,19:00:00,19:15:00,LineaB,LineaB_Lacroze_O_Turn09,Federico Lacroze,25,0,0,25
288662,16/8/2022,07:15:00,07:30:00,LineaA,LineaA_PJunta_N_Turn03,Primera Junta,27,0,1,28
28504,2/8/2022,12:15:00,12:30:00,LineaA,LineaA_Miserere_Q_HALL_Turn05,Plaza Miserere,23,0,1,24
382933,20/8/2022,21:15:00,21:30:00,LineaC,LineaC_Constitucion_Turn22,Constitucion,9,0,0,9
533775,28/8/2022,21:15:00,21:30:00,LineaB,LineaB_Lacroze_E_Turn04,Federico Lacroze,9,0,0,9
396827,21/8/2022,19:45:00,20:00:00,LineaB,LineaB_Pueyr_S_Turn03,Pueyrredon,5,0,0,5
430000,23/8/2022,14:15:00,14:30:00,LineaA,LineaA_Miserere_Q_NE_Turn03,Plaza Miserere,1,0,0,1
348388,19/8/2022,07:45:00,08:00:00,LineaB,LineaB_Florida_E_Turn03,Florida,1,0,1,2
99564,5/8/2022,20:00:00,20:15:00,LineaA,LineaA_Carabobo_E_Turn02,Carabobo,16,0,0,16
583961,31/8/2022,12:45:00,13:00:00,LineaC,LineaC_Constitucion_Turn09,Constitucion,13,0,0,13
150021,8/8/2022,17:00:00,17:15:00,LineaC,LineaC_SanJuan_Turn03,San Juan,17,0,2,19
63773,4/8/2022,07:30:00,07:45:00,LineaC,LineaC_Constitucion_Plaza_Turn05,Constitucion,14,0,0,14
449353,24/8/2022,13:30:00,13:45:00,LineaB,LineaB_Florida_O_Turn05,Florida,17,0,5,22
122490,7/8/2022,08:45:00,09:00:00,LineaC,LineaC_Retiro_Turn05,Retiro,20,0,0,20
275914,15/8/2022,11:15:00,11:30:00,LineaC,LineaC_Moreno_N_Turn03,Mariano Moreno,0,0,1,1
58254,3/8/2022,20:00:00,20:15:00,LineaB,LineaB_Florida_O_Turn03,Florida,26,0,1,27
578112,31/8/2022,07:45:00,08:00:00,LineaB,LineaB_Uruguay_S_Turn02,Uruguay,27,0,1,28
214934,11/8/2022,19:45:00,20:00:00,LineaA,LineaA_Carabobo_O_Turn04,Carabobo,15,0,0,15
428606,23/8/2022,13:15:00,13:30:00,LineaA,LineaA_Carabobo_O_Turn03,Carabobo,26,1,0,27
145867,8/8/2022,13:45:00,14:00:00,LineaB,LineaB_Gallardo_N_Turn03,Angel Gallardo,56,0,2,58
39187,2/8/2022,21:15:00,21:30:00,LineaB,LineaB_Malabia_S_Turn02,Malabia,8,0,1,9
580652,31/8/2022,10:00:00,10:15:00,LineaB,LineaB_Dorrego_S_Turn01,Dorrego,5,0,0,5
443531,24/8/2022,08:30:00,08:45:00,LineaA,LineaA_Piedras_S_Turn02,Piedras,5,0,0,5
389168,21/8/2022,12:00:00,12:15:00,LineaC,LineaC_Indepen_Turn01,Independencia,6,0,0,6
30360,2/8/2022,13:45:00,14:00:00,LineaA,LineaA_Congreso_S_Asc01,Congreso,2,0,0,2
66608,4/8/2022,09:45:00,10:00:00,LineaC,LineaC_Indepen_Turn03,Independencia,16,0,2,18
24298,2/8/2022,08:45:00,09:00:00,LineaA,LineaA_Carabobo_O_Turn01,Carabobo,27,0,0,27
44910,3/8/2022,08:45:00,09:00:00,LineaC,LineaC_Constitucion_Turn10,Constitucion,69,0,0,69
366281,19/8/2022,23:00:00,23:15:00,LineaB,LineaB_Uruguay_S_Turn01,Uruguay,5,0,0,5
455286,24/8/2022,18:15:00,18:30:00,LineaB,LineaB_Lacroze_S_Turn04,Federico Lacroze,2,0,1,3
442252,24/8/2022,07:30:00,07:45:00,LineaC,LineaC_Retiro_Turn10,Retiro,126,0,1,127
10679,1/8/2022,14:30:00,14:45:00,LineaA,LineaA_Carabobo_O_Turn01,Carabobo,5,0,0,5
468790,25/8/2022,12:45:00,13:00:00,LineaB,LineaB_Florida_O_Turn05,Florida,13,0,1,14
203997,11/8/2022,10:45:00,11:00:00,LineaB,LineaB_CallaoB_S_Turn01,Callao.B,61,0,3,64
263477,14/8/2022,13:45:00,14:00:00,LineaB,LineaB_JMRosas_Oeste_Turn04,Rosas,10,0,0,10
461158,25/8/2022,06:00:00,06:15:00,LineaA,LineaA_PMayo_O_Turn04,Plaza de Mayo,1,0,0,1
310926,17/8/2022,08:45:00,09:00:00,LineaB,LineaB_Uruguay_N_Turn01,Uruguay,5,0,0,5
245257,13/8/2022,12:00:00,12:15:00,LineaA,LineaA_Acoyte_N_Turn03,Acoyte,6,0,0,6
402551,22/8/2022,08:15:00,08:30:00,LineaB,LineaB_Pasteur_S_Turn01,Pasteur,10,0,0,10
340605,18/8/2022,18:15:00,18:30:00,LineaA,LineaA_Puan_O_Turn02,Puan,26,0,3,29
293448,16/8/2022,11:15:00,11:30:00,LineaA,LineaA_Carabobo_E_Turn03,Carabobo,22,0,1,23
73704,4/8/2022,15:45:00,16:00:00,LineaB,LineaB_Pellegrini_E_Turn04,Carlos Pellegrini,25,0,1,26
482068,26/8/2022,06:45:00,07:00:00,LineaA,LineaA_SanPedrito_Oeste_Turn03,San Pedrito,31,0,0,31
61900,4/8/2022,05:30:00,05:45:00,LineaA,LineaA_Flores_Este_Turn02,Flores,3,0,0,3
26018,2/8/2022,10:15:00,10:30:00,LineaA,LineaA_Miserere_Q_HALL_Turn06,Plaza Miserere,16,0,7,23
63345,4/8/2022,07:00:00,07:15:00,LineaC,LineaC_DNorte_S_Turn02,Diagonal Norte,6,0,0,6
115141,6/8/2022,17:15:00,17:30:00,LineaC,LineaC_Constitucion_Turn10,Constitucion,2,0,5,7
