,FECHA,DESDE,HASTA,LINEA,MOLINETE,ESTACION,pax_pagos,pax_pases_pagos,pax_franq,pax_TOTAL
379408,20/8/2022,18:00:00,18:15:00,LineaA,LineaA_SanPedrito_Oeste_Turn01,San Pedrito,14,0,0,14
38298,2/8/2022,20:30:00,20:45:00,LineaB,LineaB_Lacroze_S_Turn01,Federico Lacroze,3,0,0,3
328012,18/8/2022,07:45:00,08:00:00,LineaB,LineaB_Alem_S_Turn02,Leandro N. Alem,49,0,0,49
217352,11/8/2022,22:00:00,22:15:00,LineaB,LineaB_Lacroze_O_Turn09,Federico Lacroze,3,0,2,5
438919,23/8/2022,22:00:00,22:15:00,LineaA,LineaA_Flores_Este_Turn02,Flores,4,0,0,4
18621,1/8/2022,21:15:00,21:30:00,LineaC,LineaC_Constitucion_Turn19,Constitucion,20,0,1,21
133858,7/8/2022,20:00:00,20:15:00,LineaA,LineaA_Carabobo_E_Turn01,Carabobo,4,0,0,4
256532,13/8/2022,22:30:00,22:45:00,LineaB,LineaB_Alem_S_Turn04,Leandro N. Alem,12,0,1,13
263462,14/8/2022,13:45:00,14:00:00,LineaA,LineaA_Miserere_S_Turn03,Plaza Miserere,10,0,1,11
451716,24/8/2022,15:15:00,15:30:00,LineaA,LineaA_Loria_N_Asc01,Loria,1,0,0,1
105089,6/8/2022,08:00:00,08:15:00,LineaA,LineaA_CBarros_N_Turn02,Castro Barros,3,0,0,3
399607,22/8/2022,05:30:00,05:45:00,LineaC,LineaC_Constitucion_Plaza_Turn09,Constitucion,23,0,1,24
551982,29/8/2022,20:00:00,20:15:00,LineaB,LineaB_Tronador_Turn02,Tronador,11,0,0,11
18010,1/8/2022,20:45:00,21:00:00,LineaB,LineaB_Alem_N_Turn02,Leandro N. Alem,9,0,0,9
523368,28/8/2022,11:15:00,11:30:00,LineaA,LineaA_Acoyte_N_Turn04,Acoyte,4,0,0,4
497501,26/8/2022,19:30:00,19:45:00,LineaA,LineaA_CBarros_S_Asc01,Castro Barros,0,0,1,1
29881,2/8/2022,13:30:00,13:45:00,LineaB,LineaB_CallaoB_S_Turn03,Callao.B,18,0,0,18
171079,9/8/2022,17:30:00,17:45:00,LineaB,LineaB_Malabia_S_Turn01,Malabia,48,0,0,48
504914,27/8/2022,09:15:00,09:30:00,LineaB,LineaB_Dorrego_N_Turn01,Dorrego,11,0,0,11
265243,14/8/2022,15:15:00,15:30:00,LineaC,LineaC_Indepen_Turn03,Independencia,18,0,0,18
403990,22/8/2022,09:30:00,09:45:00,LineaB,LineaB_CallaoB_N_Turn03,Callao.B,16,0,0,16
114917,6/8/2022,17:00:00,17:15:00,LineaB,LineaB_Florida_O_Turn05,Florida,15,0,1,16
125984,7/8/2022,12:15:00,12:30:00,LineaC,LineaC_Retiro_Turn02,Retiro,1,0,0,1
394250,21/8/2022,17:15:00,17:30:00,LineaA,LineaA_Miserere_Q_HALL_Turn05,Plaza Miserere,15,0,0,15
417890,22/8/2022,21:30:00,21:45:00,LineaB,LineaB_Pueyr_S_Turn03,Pueyrredon,9,0,0,9
356339,19/8/2022,14:30:00,14:45:00,LineaA,LineaA_Congreso_N_Turn02,Congreso,21,0,0,21
342417,18/8/2022,20:00:00,20:15:00,LineaA,LineaA_Congreso_S_Turn02,Congreso,93,0,1,94
527547,28/8/2022,15:30:00,15:45:00,LineaB,LineaB_Pueyr_N_Turn03,Pueyrredon,7,0,0,7
140679,8/8/2022,09:15:00,09:30:00,LineaB,LineaB_Lacroze_E_Turn02,Federico Lacroze,17,0,0,17
156943,9/8/2022,05:30:00,05:45:00,LineaA,LineaA_Congreso_S_Turn02,Congreso,2,0,1,3
484221,26/8/2022,08:30:00,08:45:00,LineaB,LineaB_Pellegrini_E_Turn05,Carlos Pellegrini,19,0,1,20
363388,19/8/2022,20:15:00,20:30:00,LineaB,LineaB_Dorrego_N_Turn02,Dorrego,20,1,1,22
480444,25/8/2022,23:00:00,23:15:00,LineaB,LineaB_LosIncas_Turn05,Los Incas,1,0,1,2
124232,7/8/2022,10:30:00,10:45:00,LineaB,LineaB_Gallardo_S_Turn02,Angel Gallardo,7,0,0,7
50150,3/8/2022,13:15:00,13:30:00,LineaA,LineaA_Piedras_S_Turn02,Piedras,13,0,1,14
552189,29/8/2022,20:15:00,20:30:00,LineaB,LineaB_Lacroze_O_Turn07,Federico Lacroze,7,0,2,9
71541,4/8/2022,13:45:00,14:00:00,LineaB,LineaB_Florida_E_Turn01,Florida,28,0,0,28
213296,11/8/2022,18:30:00,18:45:00,LineaB,LineaB_Uruguay_S_Turn01,Uruguay,49,0,1,50
495007,26/8/2022,17:30:00,17:45:00,LineaC,LineaC_Retiro_Turn07,Retiro,84,1,0,85
501899,27/8/2022,06:15:00,06:30:00,LineaC,LineaC_Constitucion_Turn16,Constitucion,43,0,0,43
110203,6/8/2022,12:45:00,13:00:00,LineaA,LineaA_SnzPena_S_Turn03,Saenz Peña ,24,0,2,26
346494,19/8/2022,06:00:00,06:15:00,LineaB,LineaB_Lacroze_E_Turn04,Federico Lacroze,6,0,0,6
263410,14/8/2022,13:30:00,13:45:00,LineaC,LineaC_Constitucion_Turn21,Constitucion,84,0,0,84
74271,4/8/2022,16:15:00,16:30:00,LineaA,LineaA_Carabobo_E_Turn02,Carabobo,29,0,2,31
53712,3/8/2022,16:00:00,16:15:00,LineaC,LineaC_AVMayo_N_Turn02,Avenida de Mayo,23,0,0,23
148590,8/8/2022,16:00:00,16:15:00,LineaA,LineaA_RJaneiro_S_Turn02,Rio de Janeiro,48,0,0,48
206040,11/8/2022,12:30:00,12:45:00,LineaC,LineaC_Retiro_Turn06,Retiro,11,0,0,11
432678,23/8/2022,16:30:00,16:45:00,LineaC,LineaC_Constitucion_Turn19,Constitucion,103,0,2,105
551242,29/8/2022,19:30:00,19:45:00,LineaC,LineaC_DNorte_N_Turn01,Diagonal Norte,7,0,0,7
575050,30/8/2022,22:45:00,23:00:00,LineaA,LineaA_Flores_Este_Turn03,Flores,1,0,0,1
428974,23/8/2022,13:30:00,13:45:00,LineaB,LineaB_Alem_N_Turn02,Leandro N. Alem,24,0,1,25
470040,25/8/2022,13:45:00,14:00:00,LineaB,LineaB_Alem_N_Turn02,Leandro N. Alem,25,0,0,25
381448,20/8/2022,20:00:00,20:15:00,LineaA,LineaA_Piedras_S_Turn01,Piedras,8,0,0,8
490791,26/8/2022,14:00:00,14:15:00,LineaA,LineaA_SanPedrito_Este_Turn04,San Pedrito,52,0,4,56
253206,13/8/2022,19:15:00,19:30:00,LineaA,LineaA_Puan_O_Turn02,Puan,10,0,0,10
249169,13/8/2022,15:30:00,15:45:00,LineaB,LineaB_Florida_O_Turn03,Florida,20,0,1,21
133381,7/8/2022,19:30:00,19:45:00,LineaB,LineaB_Pueyr_N_Turn03,Pueyrredon,12,0,0,12
96638,5/8/2022,17:30:00,17:45:00,LineaB,LineaB_Pellegrini_E_Turn03,Carlos Pellegrini,0,0,1,1
562777,30/8/2022,12:00:00,12:15:00,LineaA,LineaA_Peru_S_Turn06,Peru,8,0,0,8
491038,26/8/2022,14:15:00,14:30:00,LineaA,LineaA_Carabobo_E_Turn02,Carabobo,29,0,1,30
152983,8/8/2022,19:30:00,19:45:00,LineaB,LineaB_CallaoB_S_Turn03,Callao.B,28,0,0,28
385193,21/8/2022,08:00:00,08:15:00,LineaA,LineaA_Flores_Este_Turn01,Flores,8,0,0,8
134059,7/8/2022,20:00:00,20:15:00,LineaA,LineaA_Lima_N_Turn02,Lima,8,0,0,8
556070,30/8/2022,06:15:00,06:30:00,LineaB,LineaB_JMRosas_Oeste_Turn04,Rosas,17,0,1,18
215534,11/8/2022,20:30:00,20:45:00,LineaB,LineaB_CallaoB_S_Turn03,Callao.B,18,0,0,18
194479,10/8/2022,20:00:00,20:15:00,LineaA,LineaA_Congreso_S_Asc01,Congreso,1,0,0,1
168959,9/8/2022,15:45:00,16:00:00,LineaB,LineaB_LosIncas_Turn05,Los Incas,15,0,0,15
175837,9/8/2022,21:45:00,22:00:00,LineaC,LineaC_Lavalle_S_Turn01,Lavalle,8,0,0,8
302059,16/8/2022,18:30:00,18:45:00,LineaB,LineaB_CallaoB_N_Turn02,Callao.B,17,0,1,18
232130,12/8/2022,17:15:00,17:30:00,LineaB,LineaB_Lacroze_E_Turn07,Federico Lacroze,0,0,1,1
297124,16/8/2022,14:15:00,14:30:00,LineaA,LineaA_Loria_N_Asc01,Loria,2,0,0,2
517919,27/8/2022,21:30:00,21:45:00,LineaA,LineaA_Alberti_Turn01,Alberti,11,0,0,11
149841,8/8/2022,17:00:00,17:15:00,LineaA,LineaA_Miserere_Q_HALL_Turn05,Plaza Miserere,23,0,1,24
16626,1/8/2022,19:30:00,19:45:00,LineaA,LineaA_Miserere_Q_HALL_Turn05,Plaza Miserere,18,0,0,18
429841,23/8/2022,14:15:00,14:30:00,LineaC,LineaC_Lavalle_S_Turn03,Lavalle,23,0,1,24
13381,1/8/2022,16:45:00,17:00:00,LineaA,LineaA_RJaneiro_N_Turn02,Rio de Janeiro,24,1,8,33
422488,23/8/2022,08:00:00,08:15:00,LineaB,LineaB_Alem_S_Turn03,Leandro N. Alem,33,0,0,33
203029,11/8/2022,10:00:00,10:15:00,LineaA,LineaA_CBarros_S_Turn01,Castro Barros,23,0,1,24
275510,15/8/2022,10:45:00,11:00:00,LineaA,LineaA_Loria_N_Turn02,Loria,16,0,0,16
200163,11/8/2022,07:30:00,07:45:00,LineaB,LineaB_Gallardo_N_Turn01,Angel Gallardo,57,0,0,57
351959,19/8/2022,10:45:00,11:00:00,LineaA,LineaA_Puan_O_Turn01,Puan,21,0,0,21
55675,3/8/2022,17:45:00,18:00:00,LineaA,LineaA_PJunta_S_Turn05,Primera Junta,26,0,1,27
360881,19/8/2022,18:00:00,18:15:00,LineaB,LineaB_JMRosas_Oeste_Turn04,Rosas,27,0,0,27
381405,20/8/2022,19:45:00,20:00:00,LineaC,LineaC_Lavalle_S_Turn02,Lavalle,9,0,0,9
280653,15/8/2022,16:15:00,16:30:00,LineaC,LineaC_Constitucion_Plaza_Turn05,Constitucion,7,0,0,7
255567,13/8/2022,21:30:00,21:45:00,LineaB,LineaB_Uruguay_N_Turn01,Uruguay,4,0,0,4
21524,2/8/2022,06:30:00,06:45:00,LineaA,LineaA_SanPedrito_Oeste_Turn06,San Pedrito,13,0,0,13
535370,29/8/2022,06:00:00,06:15:00,LineaB,LineaB_Alem_S_Turn02,Leandro N. Alem,27,0,0,27
543610,29/8/2022,13:00:00,13:15:00,LineaB,LineaB_Pellegrini_E_Turn05,Carlos Pellegrini,46,0,3,49
578166,31/8/2022,08:00:00,08:15:00,LineaA,LineaA_CBarros_N_Turn03,Castro Barros,46,0,0,46
350247,19/8/2022,09:15:00,09:30:00,LineaB,LineaB_Florida_E_Turn03,Florida,3,0,0,3
266937,14/8/2022,17:00:00,17:15:00,LineaA,LineaA_Piedras_S_Turn01,Piedras,6,0,1,7
11779,1/8/2022,15:30:00,15:45:00,LineaA,LineaA_Congreso_N_Turn01,Congreso,7,0,0,7
104958,6/8/2022,07:45:00,08:00:00,LineaC,LineaC_Constitucion_Turn15,Constitucion,93,0,2,95
553166,29/8/2022,21:15:00,21:30:00,LineaA,LineaA_SanPedrito_Este_Turn03,San Pedrito,3,0,0,3
322496,17/8/2022,20:15:00,20:30:00,LineaA,LineaA_CBarros_S_Turn01,Castro Barros,24,0,0,24
152757,8/8/2022,19:30:00,19:45:00,LineaC,LineaC_DNorte_N_Turn01,Diagonal Norte,12,0,0,12
301232,16/8/2022,17:45:00,18:00:00,LineaC,LineaC_AVMayo_N_Turn02,Avenida de Mayo,9,0,1,10
576749,31/8/2022,06:45:00,07:00:00,LineaB,LineaB_CallaoB_S_Turn02,Callao.B,20,0,1,21
29682,2/8/2022,13:15:00,13:30:00,LineaC,LineaC_SanMartin_N_Turn01,General San Martin,21,0,2,23
29485,2/8/2022,13:15:00,13:30:00,LineaA,LineaA_Carabobo_E_Turn04,Carabobo,13,0,0,13
389521,21/8/2022,12:30:00,12:45:00,LineaA,LineaA_Alberti_Turn02,Alberti,8,0,0,8
99565,5/8/2022,20:00:00,20:15:00,LineaA,LineaA_CBarros_N_Turn03,Castro Barros,16,0,1,17
334504,18/8/2022,13:15:00,13:30:00,LineaB,LineaB_LosIncas_Turn02,Los Incas,25,0,1,26
11240,1/8/2022,15:00:00,15:15:00,LineaC,LineaC_Indepen_Turn01,Independencia,9,0,2,11
557923,30/8/2022,08:00:00,08:15:00,LineaA,LineaA_PMayo_E_Turn02,Plaza de Mayo,33,0,1,34
510210,27/8/2022,14:15:00,14:30:00,LineaC,LineaC_SanJuan_Turn02,San Juan,16,0,0,16
239448,13/8/2022,06:15:00,06:30:00,LineaB,LineaB_Pellegrini_E_Turn04,Carlos Pellegrini,3,0,0,3
142801,8/8/2022,11:15:00,11:30:00,LineaB,LineaB_JMRosas_Oeste_Turn04,Rosas,15,0,1,16
551925,29/8/2022,20:00:00,20:15:00,LineaA,LineaA_Acoyte_N_Turn02,Acoyte,22,0,0,22
472437,25/8/2022,16:00:00,16:15:00,LineaC,LineaC_Retiro_Turn10,Retiro,92,0,0,92
64386,4/8/2022,08:00:00,08:15:00,LineaA,LineaA_CBarros_S_Turn02,Castro Barros,19,0,0,19
184363,10/8/2022,11:30:00,11:45:00,LineaB,LineaB_Pellegrini_O_Turn02,Carlos Pellegrini,41,0,3,44
330918,18/8/2022,10:15:00,10:30:00,LineaA,LineaA_CBarros_N_Turn02,Castro Barros,19,0,1,20
41847,3/8/2022,06:15:00,06:30:00,LineaB,LineaB_JMRosas_Oeste_Turn08,Rosas,26,0,0,26
346952,19/8/2022,06:30:00,06:45:00,LineaC,LineaC_Indepen_Turn02,Independencia,8,0,0,8
554704,29/8/2022,22:45:00,23:00:00,LineaC,LineaC_SanJuan_Turn01,San Juan,5,0,0,5
47284,3/8/2022,10:45:00,11:00:00,LineaC,LineaC_Lavalle_N_Turn01,Lavalle,1,0,0,1
439948,23/8/2022,23:15:00,23:30:00,LineaC,LineaC_DNorte_S_Turn01,Diagonal Norte,1,0,2,3
289528,16/8/2022,08:00:00,08:15:00,LineaA,LineaA_Congreso_N_Turn01,Congreso,2,0,0,2
75832,4/8/2022,17:30:00,17:45:00,LineaC,LineaC_DNorte_N_Turn01,Diagonal Norte,10,0,0,10
195935,10/8/2022,21:15:00,21:30:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,11,0,0,11
377539,20/8/2022,16:15:00,16:30:00,LineaA,LineaA_Puan_O_Turn02,Puan,12,0,1,13
77415,4/8/2022,18:45:00,19:00:00,LineaB,LineaB_Medrano_S_Turn02,Medrano,25,0,2,27
563701,30/8/2022,12:45:00,13:00:00,LineaA,LineaA_PJunta_N_Turn03,Primera Junta,27,0,0,27
168578,9/8/2022,15:30:00,15:45:00,LineaB,LineaB_Lacroze_S_Turn03,Federico Lacroze,2,0,0,2
273567,15/8/2022,08:45:00,09:00:00,LineaB,LineaB_Lacroze_O_Turn01,Federico Lacroze,1,0,5,6
394252,21/8/2022,17:15:00,17:30:00,LineaA,LineaA_Peru_S_Turn04,Peru,3,0,0,3
338790,18/8/2022,16:45:00,17:00:00,LineaB,LineaB_Dorrego_N_Turn04,Dorrego,33,0,7,40
306479,16/8/2022,22:30:00,22:45:00,LineaA,LineaA_PMayo_O_Turn03,Plaza de Mayo,1,0,0,1
33795,2/8/2022,16:45:00,17:00:00,LineaC,LineaC_Constitucion_Turn10,Constitucion,4,0,16,20
133067,7/8/2022,19:15:00,19:30:00,LineaC,LineaC_Retiro_Turn05,Retiro,19,0,0,19
469464,25/8/2022,13:15:00,13:30:00,LineaA,LineaA_RJaneiro_N_Turn02,Rio de Janeiro,26,0,2,28
417145,22/8/2022,20:45:00,21:00:00,LineaA,LineaA_PJunta_N_Turn02,Primera Junta,24,0,6,30
22335,2/8/2022,07:15:00,07:30:00,LineaA,LineaA_PJunta_S_Turn05,Primera Junta,45,0,0,45
450156,24/8/2022,14:00:00,14:15:00,LineaC,LineaC_Moreno_S_Turn02,Mariano Moreno,25,0,1,26
18435,1/8/2022,21:00:00,21:15:00,LineaB,LineaB_Dorrego_N_Turn03,Dorrego,7,0,1,8
473594,25/8/2022,17:00:00,17:15:00,LineaA,LineaA_PMayo_O_Turn01,Plaza de Mayo,87,0,1,88
191197,10/8/2022,17:15:00,17:30:00,LineaC,LineaC_Retiro_Turn06,Retiro,95,0,0,95
3612,1/8/2022,08:30:00,08:45:00,LineaC,LineaC_Retiro_Turn07,Retiro,44,0,0,44
286086,15/8/2022,21:45:00,22:00:00,LineaB,LineaB_LosIncas_Turn02,Los Incas,3,0,0,3
221936,12/8/2022,08:45:00,09:00:00,LineaA,LineaA_Acoyte_S_Turn01,Acoyte,12,0,0,12
373923,20/8/2022,13:00:00,13:15:00,LineaB,LineaB_Dorrego_N_Turn02,Dorrego,3,0,0,3
200407,11/8/2022,07:45:00,08:00:00,LineaC,LineaC_Constitucion_Turn11,Constitucion,68,0,49,117
103897,6/8/2022,06:45:00,07:00:00,LineaA,LineaA_Miserere_Q_HALL_Turn06,Plaza Miserere,2,0,0,2
524284,28/8/2022,12:15:00,12:30:00,LineaA,LineaA_Acoyte_N_Turn06,Acoyte,20,0,1,21
466880,25/8/2022,11:00:00,11:15:00,LineaA,LineaA_Congreso_N_Asc01,Congreso,3,0,0,3
230852,12/8/2022,16:00:00,16:15:00,LineaA,LineaA_Acoyte_N_Turn05,Acoyte,41,0,3,44
191154,10/8/2022,17:00:00,17:15:00,LineaC,LineaC_Constitucion_Turn14,Constitucion,19,0,0,19
10239,1/8/2022,14:15:00,14:30:00,LineaB,LineaB_Dorrego_N_Turn03,Dorrego,7,0,1,8
19221,1/8/2022,21:45:00,22:00:00,LineaB,LineaB_Lacroze_O_Turn03,Federico Lacroze,4,0,0,4
134350,7/8/2022,20:30:00,20:45:00,LineaA,LineaA_Congreso_S_Turn03,Congreso,29,0,0,29
275878,15/8/2022,11:15:00,11:30:00,LineaC,LineaC_DNorte_S_Turn01,Diagonal Norte,2,0,1,3
93581,5/8/2022,15:00:00,15:15:00,LineaA,LineaA_Peru_S_Turn06,Peru,16,0,0,16
64112,4/8/2022,07:45:00,08:00:00,LineaA,LineaA_Miserere_Q_NE_Turn03,Plaza Miserere,2,0,0,2
135445,7/8/2022,21:30:00,21:45:00,LineaA,LineaA_Miserere_Q_HALL_Turn04,Plaza Miserere,6,0,1,7
443375,24/8/2022,08:30:00,08:45:00,LineaA,LineaA_Lima_N_Turn01,Lima,2,0,0,2
172212,9/8/2022,18:30:00,18:45:00,LineaB,LineaB_Echeverria_Este_Turn02,Echeverria,22,0,1,23
25481,2/8/2022,09:45:00,10:00:00,LineaA,LineaA_SanPedrito_Oeste_Turn03,San Pedrito,31,0,3,34
132685,7/8/2022,18:45:00,19:00:00,LineaB,LineaB_Echeverria_Oeste_Turn02,Echeverria,12,0,0,12
10842,1/8/2022,14:45:00,15:00:00,LineaA,LineaA_Flores_Este_Turn02,Flores,23,0,1,24
518063,27/8/2022,21:30:00,21:45:00,LineaB,LineaB_Pellegrini_E_Turn01,Carlos Pellegrini,52,0,0,52
531463,28/8/2022,19:00:00,19:15:00,LineaA,LineaA_Acoyte_N_Turn02,Acoyte,19,0,0,19
53187,3/8/2022,15:45:00,16:00:00,LineaB,LineaB_Gardel_N_Turn03,Carlos Gardel,52,0,5,57
30205,2/8/2022,13:45:00,14:00:00,LineaB,LineaB_Uruguay_S_Turn01,Uruguay,43,0,0,43
368529,20/8/2022,07:45:00,08:00:00,LineaA,LineaA_Flores_Oeste_Turn03,Flores,6,0,0,6
241096,13/8/2022,08:00:00,08:15:00,LineaC,LineaC_Retiro_Turn08,Retiro,16,0,0,16
364899,19/8/2022,21:30:00,21:45:00,LineaA,LineaA_Carabobo_O_Turn02,Carabobo,1,0,0,1
581206,31/8/2022,10:30:00,10:45:00,LineaB,LineaB_LosIncas_Turn07,Los Incas,0,0,2,2
84048,5/8/2022,07:00:00,07:15:00,LineaB,LineaB_Dorrego_N_Turn04,Dorrego,17,0,2,19
288448,16/8/2022,07:00:00,07:15:00,LineaA,LineaA_PJunta_N_Turn02,Primera Junta,60,0,3,63
372653,20/8/2022,11:45:00,12:00:00,LineaA,LineaA_Flores_Este_Turn01,Flores,15,0,1,16
223666,12/8/2022,10:00:00,10:15:00,LineaB,LineaB_Lacroze_O_Turn03,Federico Lacroze,24,0,2,26
161578,9/8/2022,09:45:00,10:00:00,LineaC,LineaC_Constitucion_Turn15,Constitucion,97,0,0,97
462633,25/8/2022,07:15:00,07:30:00,LineaB,LineaB_Medrano_N_Turn04,Medrano,0,0,3,3
308514,17/8/2022,06:45:00,07:00:00,LineaB,LineaB_Lacroze_O_Turn03,Federico Lacroze,16,0,2,18
245454,13/8/2022,12:00:00,12:15:00,LineaB,LineaB_Pasteur_S_Turn02,Pasteur,37,0,0,37
11264,1/8/2022,15:00:00,15:15:00,LineaB,LineaB_Gardel_N_Turn03,Carlos Gardel,42,0,2,44
274679,15/8/2022,10:00:00,10:15:00,LineaA,LineaA_Loria_S_Turn02,Loria,5,0,1,6
461950,25/8/2022,06:45:00,07:00:00,LineaB,LineaB_CallaoB_S_Turn03,Callao.B,1,0,0,1
58403,3/8/2022,20:00:00,20:15:00,LineaC,LineaC_DNorte_S_Turn02,Diagonal Norte,15,0,2,17
358832,19/8/2022,16:30:00,16:45:00,LineaB,LineaB_Pasteur_S_Turn01,Pasteur,44,0,3,47
370792,20/8/2022,10:00:00,10:15:00,LineaA,LineaA_SnzPena_N_Turn02,Saenz Peña ,3,0,0,3
60382,3/8/2022,21:45:00,22:00:00,LineaB,LineaB_Dorrego_N_Turn03,Dorrego,1,0,1,2
420092,23/8/2022,05:45:00,06:00:00,LineaB,LineaB_Alem_S_Turn03,Leandro N. Alem,4,0,0,4
557189,30/8/2022,07:15:00,07:30:00,LineaC,LineaC_Constitucion_Turn11,Constitucion,65,1,35,101
423735,23/8/2022,09:00:00,09:15:00,LineaB,LineaB_LosIncas_Turn06,Los Incas,0,0,1,1
89321,5/8/2022,11:30:00,11:45:00,LineaA,LineaA_PJunta_S_Turn04,Primera Junta,18,0,0,18
370299,20/8/2022,09:30:00,09:45:00,LineaC,LineaC_Constitucion_Turn12,Constitucion,11,0,0,11
473195,25/8/2022,16:30:00,16:45:00,LineaA,LineaA_Carabobo_O_Turn01,Carabobo,22,0,1,23
171717,9/8/2022,18:00:00,18:15:00,LineaB,LineaB_JMRosas_Oeste_Turn02,Rosas,25,0,1,26
411700,22/8/2022,16:15:00,16:30:00,LineaA,LineaA_Flores_Oeste_Turn04,Flores,18,0,1,19
534006,28/8/2022,21:30:00,21:45:00,LineaA,LineaA_PMayo_E_Turn01,Plaza de Mayo,12,0,0,12
578872,31/8/2022,08:30:00,08:45:00,LineaA,LineaA_Miserere_Q_HALL_Turn06,Plaza Miserere,66,0,0,66
429272,23/8/2022,13:45:00,14:00:00,LineaA,LineaA_PJunta_S_Turn03,Primera Junta,20,0,0,20
383218,20/8/2022,21:45:00,22:00:00,LineaC,LineaC_Retiro_Turn09,Retiro,8,0,0,8
64735,4/8/2022,08:15:00,08:30:00,LineaB,LineaB_Dorrego_N_Turn01,Dorrego,42,0,2,44
222572,12/8/2022,09:15:00,09:30:00,LineaB,LineaB_Lacroze_O_Turn01,Federico Lacroze,33,0,13,46
100869,5/8/2022,21:00:00,21:15:00,LineaA,LineaA_Puan_E_Turn01,Puan,10,0,0,10
159758,9/8/2022,08:15:00,08:30:00,LineaA,LineaA_Loria_N_Turn02,Loria,24,0,4,28
48568,3/8/2022,12:00:00,12:15:00,LineaC,LineaC_SanJuan_Turn03,San Juan,10,0,1,11
474302,25/8/2022,17:30:00,17:45:00,LineaC,LineaC_SanMartin_N_Turn02,General San Martin,64,0,1,65
340710,18/8/2022,18:30:00,18:45:00,LineaA,LineaA_Alberti_Turn03,Alberti,30,0,3,33
549506,29/8/2022,18:00:00,18:15:00,LineaA,LineaA_RJaneiro_N_Turn02,Rio de Janeiro,35,0,1,36
197621,10/8/2022,23:00:00,23:15:00,LineaB,LineaB_CallaoB_S_Turn03,Callao.B,0,0,1,1
19343,1/8/2022,22:00:00,22:15:00,LineaB,LineaB_Pueyr_N_Turn01,Pueyrredon,3,0,0,3
571933,30/8/2022,19:45:00,20:00:00,LineaB,LineaB_Florida_E_Turn01,Florida,13,0,0,13
69363,4/8/2022,12:00:00,12:15:00,LineaB,LineaB_Alem_N_Turn01,Leandro N. Alem,8,0,0,8
510483,27/8/2022,14:30:00,14:45:00,LineaC,LineaC_Retiro_Turn08,Retiro,18,0,0,18
392307,21/8/2022,15:15:00,15:30:00,LineaA,LineaA_Flores_Oeste_Turn01,Flores,9,0,0,9
392433,21/8/2022,15:15:00,15:30:00,LineaB,LineaB_JMRosas_Este_Turn03,Rosas,20,0,0,20
560099,30/8/2022,09:45:00,10:00:00,LineaC,LineaC_Constitucion_Turn22,Constitucion,0,0,2,2
257741,14/8/2022,07:45:00,08:00:00,LineaB,LineaB_Lacroze_E_Turn01,Federico Lacroze,1,0,0,1
154949,8/8/2022,21:30:00,21:45:00,LineaA,LineaA_Carabobo_O_Turn04,Carabobo,1,0,0,1
565565,30/8/2022,14:30:00,14:45:00,LineaA,LineaA_Peru_S_Turn03,Peru,19,0,6,25
288111,16/8/2022,06:45:00,07:00:00,LineaA,LineaA_Puan_O_Turn02,Puan,14,0,1,15
256233,13/8/2022,22:00:00,22:15:00,LineaC,LineaC_Moreno_S_Turn01,Mariano Moreno,1,0,0,1
60206,3/8/2022,21:45:00,22:00:00,LineaA,LineaA_Alberti_Turn02,Alberti,8,0,0,8
245765,13/8/2022,12:30:00,12:45:00,LineaB,LineaB_Pueyr_S_Turn01,Pueyrredon,39,0,0,39
428885,23/8/2022,13:30:00,13:45:00,LineaA,LineaA_Acoyte_N_Turn04,Acoyte,24,0,1,25
593015,31/8/2022,20:30:00,20:45:00,LineaC,LineaC_SanJuan_Turn03,San Juan,8,0,1,9
331457,18/8/2022,10:45:00,11:00:00,LineaC,LineaC_Constitucion_Turn22,Constitucion,53,0,1,54
448224,24/8/2022,12:30:00,12:45:00,LineaA,LineaA_SanPedrito_Oeste_Turn02,San Pedrito,25,0,1,26
61739,4/8/2022,05:30:00,05:45:00,LineaA,LineaA_RJaneiro_N_Turn01,Rio de Janeiro,3,0,0,3
481078,26/8/2022,05:45:00,06:00:00,LineaA,LineaA_Flores_Oeste_Turn01,Flores,2,0,0,2
485845,26/8/2022,10:00:00,10:15:00,LineaA,LineaA_PJunta_N_Turn03,Primera Junta,11,0,0,11
506706,27/8/2022,11:00:00,11:15:00,LineaA,LineaA_Acoyte_N_Asc01,Acoyte,1,0,0,1
182288,10/8/2022,09:45:00,10:00:00,LineaB,LineaB_LosIncas_Turn02,Los Incas,32,0,0,32
118386,6/8/2022,20:15:00,20:30:00,LineaB,LineaB_Pellegrini_E_Turn07,Carlos Pellegrini,44,0,1,45
107503,6/8/2022,10:15:00,10:30:00,LineaB,LineaB_Gallardo_N_Turn02,Angel Gallardo,30,0,0,30
330759,18/8/2022,10:00:00,10:15:00,LineaA,LineaA_Flores_Oeste_Turn01,Flores,17,0,1,18
401864,22/8/2022,07:45:00,08:00:00,LineaB,LineaB_LosIncas_Turn04,Los Incas,36,0,2,38
493919,26/8/2022,16:30:00,16:45:00,LineaA,LineaA_Flores_Oeste_Turn03,Flores,14,0,0,14
268716,14/8/2022,18:30:00,18:45:00,LineaA,LineaA_Peru_S_Turn01,Peru,11,0,0,11
494678,26/8/2022,17:15:00,17:30:00,LineaB,LineaB_Florida_E_Turn03,Florida,30,0,1,31
